ID	LANGUAGE	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE	FORM	COGID	TOKENS	ALIGNMENT
ron-351_corn-1	Romanian	roma1327			cereale	t͡ʃere̯ale	911	tʃ e r e a l e	tʃ e r - e a l e -
spa-351_corn-1	Spanish	stan1288			cereales	θeɾeales	911	θ e ɾ e a l e s	θ e ɾ - e a l e s
cat-274_corner-1	Catalan	stan1289	192	CORNER	cantonada	kən̪t̪unaðə	920	k ə n̪ t̪ u n a ð ə	k ə n̪ t̪ u n a ð ə
fra-274_corner-1	French	stan1290	192	CORNER	coin	kwɛ̃	919	k w ɛ̃	k w ɛ̃
fra-274_corner-2	French	stan1290	192	CORNER	tournant	tuʁˈnɑ̃	916	t u ʁ n ɑ̃	t u ʁ n ɑ̃
ita-274_corner-1	Italian	ital1282	192	CORNER	canto	kanto	918	k a n t o	k a n t o
lat-274_corner-1	Latin	lati1261	192	CORNER	angulus	aŋɡʷɫʊs	915	a ŋ gʷ lˠ ʊ s	a ŋ gʷ lˠ ʊ s
por-274_corner-1	Portuguese	port1283	192	CORNER	esquina	iʃkina	914	i ʃ k i n a	i ʃ k i n a
ron-274_corner-1	Romanian	roma1327	192	CORNER	colț	kolt͡s	917	k o l ts	k o l ts
spa-274_corner-1	Spanish	stan1288	192	CORNER	esquina	eskina	914	e s k i n a	e s k i n a
cat-560_correct-1	Catalan	stan1289	1725	CORRECT (RIGHT)	just	ʒus	922	ʒ u s	ʒ u s - -
cat-560_correct-2	Catalan	stan1289	1725	CORRECT (RIGHT)	correcte	kurɛkt̪ə	921	k u r ɛ k t̪ ə	k u r ɛ k t̪ ə
fra-560_correct-1	French	stan1290	1725	CORRECT (RIGHT)	juste	ʒyst	922	ʒ y s t	ʒ y s t -
fra-560_correct-2	French	stan1290	1725	CORRECT (RIGHT)	correct	kɔˈʁɛkt	921	k ɔ ʁ ɛ k t	k ɔ ʁ ɛ k t -
ita-560_correct-1	Italian	ital1282	1725	CORRECT (RIGHT)	giusto	d͡ʒusto	922	dʒ u s t o	dʒ u s t o
lat-560_correct-1	Latin	lati1261	1725	CORRECT (RIGHT)	rectus	reːktʊs	923	r eː k t ʊ s	r eː k t ʊ s
por-560_correct-1	Portuguese	port1283	1725	CORRECT (RIGHT)	justo	ˈʒuʃtu	922	ʒ u ʃ t u	ʒ u ʃ t u
por-560_correct-2	Portuguese	port1283	1725	CORRECT (RIGHT)	correcto	kuˈʀɛtu	921	k u ʀ ɛ t u	k u ʀ ɛ - t u
ron-560_correct-1	Romanian	roma1327	1725	CORRECT (RIGHT)	drept	drept	924	d r e p t	d r e p t
ron-560_correct-2	Romanian	roma1327	1725	CORRECT (RIGHT)	corect	korekt	921	k o r e k t	k o r e k t -
spa-560_correct-1	Spanish	stan1288	1725	CORRECT (RIGHT)	justo	xusto	922	x u s t o	x u s t o
spa-560_correct-2	Spanish	stan1288	1725	CORRECT (RIGHT)	correcto	korekto	921	k o r e k t o	k o r e k t o
cat-748_cough-1	Catalan	stan1289	879	COUGH	tossir	t̪usi	925	t̪ u s i	t̪ u s i - -
fra-748_cough-1	French	stan1290	879	COUGH	tousser	tuˈse	925	t u s e	t u s e - -
ita-748_cough-1	Italian	ital1282	879	COUGH	tossire	tosːire	925	t o sː i r e	t o sː i r e
lat-748_cough-1	Latin	lati1261	879	COUGH	tussire	tʊsːiːrɛ	925	t ʊ sː iː r ɛ	t ʊ sː iː r ɛ
por-748_cough-1	Portuguese	port1283	879	COUGH	tossir	tuˈsir	925	t u s i r	t u s i r -
ron-748_cough-1	Romanian	roma1327	879	COUGH	tuși	tuʃʲ	925	t u ʃʲ	t u ʃʲ - - -
spa-748_cough-1	Spanish	stan1288	879	COUGH	toser	toseɾ	925	t o s e ɾ	t o s e ɾ -
cat-1004_count-1	Catalan	stan1289	1420	COUNT	comptar	kumpt̪a	930	k u m p t̪ a	k u m p t̪ a
cat-254_count-1	Catalan	stan1289	2945	COUNT (QUANTITY)	nombre	nɔmβɾə	929	n ɔ m β ɾ ə	n ɔ m β ɾ ə
cat-254_count-2	Catalan	stan1289	2945	COUNT (QUANTITY)	quantitat	kwən̪t̪it̪at̪	927	k w ə n̪ t̪ i t̪ a t̪	k w ə n̪ t̪ i t̪ a t̪ -
fra-1004_count-1	French	stan1290	1420	COUNT	compter	kɔ̃ˈte	928	k ɔ̃ t e	k ɔ̃ - t - - e
fra-254_count-1	French	stan1290	2945	COUNT (QUANTITY)	nombre	ˈnɔ̃ːbʁə	929	n ɔ̃ː b ʁ ə	n ɔ̃ː - b ʁ ə
ita-1004_count-1	Italian	ital1282	1420	COUNT	contare	kontare	928	k o n t a r e	k o n t a r e
ita-254_count-1	Italian	ital1282	2945	COUNT (QUANTITY)	nùmero	numero	926	n u m e r o	n u m e r o - -
ita-254_count-2	Italian	ital1282	2945	COUNT (QUANTITY)	quantità	kwantita	927	k w a n t i t a	k w a n t i t a - -
lat-1004_count-1	Latin	lati1261	1420	COUNT	numerare	nʊmɛraːrɛ	926	n ʊ m ɛ r aː r ɛ	n ʊ m ɛ r aː r ɛ
lat-254_count-1	Latin	lati1261	2945	COUNT (QUANTITY)	numerus	nʊmɛrʊs	926	n ʊ m ɛ r ʊ s	n ʊ m ɛ r ʊ s -
por-1004_count-1	Portuguese	port1283	1420	COUNT	contar	kõˈtar	928	k õ t a r	k õ - t a r -
por-254_count-1	Portuguese	port1283	2945	COUNT (QUANTITY)	número	ˈnuməru	926	n u m ə r u	n u m ə r u - -
por-254_count-2	Portuguese	port1283	2945	COUNT (QUANTITY)	quantidade	kwɐ̃tiˈðaðə	927	k w ɐ̃ t i ð a ð ə	k w ɐ̃ - t i ð a ð ə
ron-1004_count-1	Romanian	roma1327	1420	COUNT	număra	numəra	926	n u m ə r a	n u m ə r a - -
ron-254_count-1	Romanian	roma1327	2945	COUNT (QUANTITY)	număr	numər	926	n u m ə r	n u m ə r - - -
ron-254_count-2	Romanian	roma1327	2945	COUNT (QUANTITY)	cantitate	kantitate	927	k a n t i t a t e	k - a n t i t a t e
spa-1004_count-1	Spanish	stan1288	1420	COUNT	contar	kontaɾ	928	k o n t a ɾ	k o n t a ɾ -
spa-254_count-1	Spanish	stan1288	2945	COUNT (QUANTITY)	cantidad	kantiðað	927	k a n t i ð a ð	k - a n t i ð a ð -
cat-430_country-1	Catalan	stan1289	1300	COUNTRY	país	pəis	931	p ə i s	p ə i s -
fra-430_country-1	French	stan1290	1300	COUNTRY	pays	peˈi	931	p e i	p e i - -
ita-430_country-1	Italian	ital1282	1300	COUNTRY	paese	paeze	931	p a e z e	p a e z e
lat-430_country-1	Latin	lati1261	1300	COUNTRY	terra	tɛrːa	932	t ɛ rː a	t ɛ rː a
por-430_country-1	Portuguese	port1283	1300	COUNTRY	país	pɐˈiʃ	931	p ɐ i ʃ	p ɐ i ʃ -
ron-430_country-1	Romanian	roma1327	1300	COUNTRY	țară	t͡sarə	932	ts a r ə	ts a r ə
spa-430_country-1	Spanish	stan1288	1300	COUNTRY	país	pais	931	p a i s	p a i s -
cat-107_covebay-1	Catalan	stan1289	663	BAY	cala	kaɫə	933	k a lˠ ə	k a lˠ ə
cat-107_covebay-2	Catalan	stan1289	663	BAY	badia	bəðiə	934	b ə ð i ə	b ə ð i ə
fra-107_covebay-1	French	stan1290	663	BAY	baie	bɛ	937	b ɛ	b ɛ
ita-107_covebay-1	Italian	ital1282	663	BAY	cala	kala	933	k a l a	k a l a
lat-107_covebay-1	Latin	lati1261	663	BAY	sinus	sɪnʊs	936	s ɪ n ʊ s	s ɪ n ʊ s
por-107_covebay-1	Portuguese	port1283	663	BAY	baía	baia	934	b a i a	b a - i a
ron-107_covebay-1	Romanian	roma1327	663	BAY	golf	ɡolf	935	g o l f	g o l f
spa-107_covebay-1	Spanish	stan1288	663	BAY	cala	kala	933	k a l a	k a l a
spa-107_covebay-2	Spanish	stan1288	663	BAY	bahía	baia	934	b a i a	b a - i a
cat-827_cover-1	Catalan	stan1289	761	COVER	tapar	t̪əpa	939	t̪ ə p a	t̪ ə p a -
cat-827_cover-2	Catalan	stan1289	761	COVER	cobrir	kuβɾi	938	k u β ɾ i	- - k u β - ɾ i - -
cat-906_cover-1	Catalan	stan1289			tapar	t̪əpa	939	t̪ ə p a	t̪ ə p a -
cat-906_cover-2	Catalan	stan1289			cobrir	kuβɾi	938	k u β ɾ i	- - k u β - ɾ i - -
fra-827_cover-1	French	stan1290	761	COVER	couvrir	kuˈvʁiːʁ	938	k u v ʁ iː ʁ	- - k u v - ʁ iː ʁ -
fra-906_cover-1	French	stan1290			couvrir	kuˈvʁiːʁ	938	k u v ʁ iː ʁ	- - k u v - ʁ iː ʁ -
ita-827_cover-1	Italian	ital1282	761	COVER	coprire	koprire	938	k o p r i r e	- - k o p - r i r e
ita-827_cover-2	Italian	ital1282	761	COVER	ricoprire	rikoprire	938	r i k o p r i r e	r i k o p - r i r e
ita-906_cover-1	Italian	ital1282			coprire	koprire	938	k o p r i r e	- - k o p - r i r e
lat-827_cover-1	Latin	lati1261	761	COVER	tegere	tɛɡɛrɛ	941	t ɛ g ɛ r ɛ	t ɛ g ɛ r ɛ
lat-827_cover-2	Latin	lati1261	761	COVER	operire	ɔpɛriːrɛ	938	ɔ p ɛ r iː r ɛ	- - - ɔ p ɛ r iː r ɛ
lat-906_cover-1	Latin	lati1261			tegere	tɛɡɛrɛ	941	t ɛ g ɛ r ɛ	t ɛ g ɛ r ɛ
por-827_cover-1	Portuguese	port1283	761	COVER	cobrir	kuˈβrir	938	k u β r i r	- - k u β - r i r -
por-906_cover-1	Portuguese	port1283			tapar	tapar	939	t a p a r	t a p a r
por-906_cover-2	Portuguese	port1283			cobrir	kuˈβrir	938	k u β r i r	- - k u β - r i r -
ron-827_cover-1	Romanian	roma1327	761	COVER	acoperi	akoperʲ	940	a k o p e rʲ	a k o p e rʲ
ron-906_cover-1	Romanian	roma1327			acoperi	akoperʲ	940	a k o p e rʲ	a k o p e rʲ
spa-827_cover-1	Spanish	stan1288	761	COVER	tapar	tapaɾ	939	t a p a ɾ	t a p a ɾ
spa-827_cover-2	Spanish	stan1288	761	COVER	cubrir	kuβɾiɾ	938	k u β ɾ i ɾ	- - k u β - ɾ i ɾ -
spa-906_cover-1	Spanish	stan1288			tapar	tapaɾ	939	t a p a ɾ	t a p a ɾ
spa-906_cover-2	Spanish	stan1288			cubrir	kuβɾiɾ	938	k u β ɾ i ɾ	- - k u β - ɾ i ɾ -
cat-341_coverlid-1	Catalan	stan1289	2319	LID (COVER, CAP)	tapa	t̪apə	943	t̪ a p ə	t̪ a p ə
cat-341_coverlid-2	Catalan	stan1289	2319	LID (COVER, CAP)	tapadora	t̪əpəðɔɾə	944	t̪ ə p ə ð ɔ ɾ ə	t̪ ə p ə ð ɔ ɾ ə
fra-341_coverlid-1	French	stan1290	2319	LID (COVER, CAP)	couvercle	kuˈvɛʁklə	942	k u v ɛ ʁ k l ə	k u v ɛ ʁ k - l ə
ita-341_coverlid-1	Italian	ital1282	2319	LID (COVER, CAP)	coperchio	koperkjo	942	k o p e r k j o	k o p e r k - j o
lat-341_coverlid-1	Latin	lati1261	2319	LID (COVER, CAP)	operculum	ɔpɛrkʊɫʊ̃	942	ɔ p ɛ r k ʊ lˠ ʊ̃	- ɔ p ɛ r k ʊ lˠ ʊ̃
por-341_coverlid-1	Portuguese	port1283	2319	LID (COVER, CAP)	tampa	ˈtɐ̃pɐ	943	t ɐ̃ p ɐ	t ɐ̃ p ɐ
ron-341_coverlid-1	Romanian	roma1327	2319	LID (COVER, CAP)	capac	kapak	945	k a p a k	k a p a k
spa-341_coverlid-1	Spanish	stan1288	2319	LID (COVER, CAP)	tapa	tapa	943	t a p a	t a p a
spa-341_coverlid-2	Spanish	stan1288	2319	LID (COVER, CAP)	tapadera	tapaðeɾa	944	t a p a ð e ɾ a	t a p a ð e ɾ a
cat-134_cow-1	Catalan	stan1289	1007	COW	vaca	βakə	946	β a k ə	β a k ə
fra-134_cow-1	French	stan1290	1007	COW	vache	vaʃ	946	v a ʃ	v a ʃ -
ita-134_cow-1	Italian	ital1282	1007	COW	vacca	vakːa	946	v a kː a	v a kː a
lat-134_cow-1	Latin	lati1261	1007	COW	vacca	wakːa	946	w a kː a	w a kː a
por-134_cow-1	Portuguese	port1283	1007	COW	vaca	ˈvakɐ	946	v a k ɐ	v a k ɐ
ron-134_cow-1	Romanian	roma1327	1007	COW	vacă	vakə	946	v a k ə	v a k ə
spa-134_cow-1	Spanish	stan1288	1007	COW	vaca	baka	946	b a k a	b a k a
cat-313_cradle-1	Catalan	stan1289	2946	CRADLE	bressol	bɾəsɔɫ	950	b ɾ ə s ɔ lˠ	b ɾ ə s ɔ lˠ
fra-313_cradle-1	French	stan1290	2946	CRADLE	berceau	bɛʁˈso	948	b ɛ ʁ s o	b ɛ ʁ s o
ita-313_cradle-1	Italian	ital1282	2946	CRADLE	culla	kulːa	947	k u lː a	k u lː a -
lat-313_cradle-1	Latin	lati1261	2946	CRADLE	cunae	kuːnaɛ̯	947	k uː n a ɛ	k uː n a ɛ
por-313_cradle-1	Portuguese	port1283	2946	CRADLE	berço	bersu	948	b e r s u	b e r s u
ron-313_cradle-1	Romanian	roma1327	2946	CRADLE	leagăn	le̯aɡən	949	l e a g ə n	l e a g ə n
spa-313_cradle-1	Spanish	stan1288	2946	CRADLE	cuna	kuna	947	k u n a	k u n a -
cat-156_crane-1	Catalan	stan1289	1830	CRANE	grua	ɡɾwa	952	g ɾ w a	g ɾ w a
fra-156_crane-1	French	stan1290	1830	CRANE	grue	ɡʁy	951	g ʁ y	g ʁ y - -
ita-156_crane-1	Italian	ital1282	1830	CRANE	gru	ɡru	951	g r u	g r u - -
lat-156_crane-1	Latin	lati1261	1830	CRANE	grus	ɡruːs	951	g r uː s	g r uː s -
por-156_crane-1	Portuguese	port1283	1830	CRANE	grou	ɣrow	954	ɣ r o w	ɣ r o w
ron-156_crane-1	Romanian	roma1327	1830	CRANE	cocor	kokor	953	k o k o r	k o k o r
spa-156_crane-1	Spanish	stan1288	1830	CRANE	grulla	ɡɾuʝa	951	g ɾ u ʝ a	g ɾ u ʝ a
cat-767_creep-1	Catalan	stan1289	3215	CREEP	reptar	rəpt̪a	955	r ə p t̪ a	- - r ə p t̪ - - a - -
cat-767_creep-2	Catalan	stan1289	3215	CREEP	arrossegar-se	ərusəɣaɾzə	959	ə r u s ə ɣ a ɾ z ə	ə r u s ə ɣ a ɾ z ə
fra-767_creep-1	French	stan1290	3215	CREEP	ramper	ʁɑ̃ˈpe	955	ʁ ɑ̃ p e	- - ʁ ɑ̃ p - - - e - -
ita-767_creep-1	Italian	ital1282	3215	CREEP	strisciare	striʃːare	957	s t r i ʃː a r e	s t r i ʃː a r e
lat-767_creep-1	Latin	lati1261	3215	CREEP	repere	reːpɛrɛ	955	r eː p ɛ r ɛ	- - r eː p - - - ɛ r ɛ
lat-767_creep-2	Latin	lati1261	3215	CREEP	serpere	sɛrpɛrɛ	955	s ɛ r p ɛ r ɛ	s ɛ r - p - - - ɛ r ɛ
por-767_creep-1	Portuguese	port1283	3215	CREEP	rastejar	raʃteʒar	955	r a ʃ t e ʒ a r	- - r a ʃ t e ʒ a r -
por-767_creep-2	Portuguese	port1283	3215	CREEP	arrastar-se	aʀaʃtarʃe	956	a ʀ a ʃ t a r ʃ e	a ʀ a ʃ t - a r ʃ e
ron-767_creep-1	Romanian	roma1327	3215	CREEP	se târî	se tɨrɨ	958	s e + t ɨ r ɨ	s e + t ɨ r ɨ
spa-767_creep-1	Spanish	stan1288	3215	CREEP	reptar	ɾeβtaɾ	955	ɾ e β t a ɾ	- - ɾ e β t - - a ɾ -
spa-767_creep-2	Spanish	stan1288	3215	CREEP	arrastrarse	arastɾaɾse	956	a r a s t ɾ a ɾ s e	a r a s t ɾ a ɾ s e
cat-260_cross-1	Catalan	stan1289	1367	CROSS	creu	kɾɛw	960	k ɾ ɛ w	k ɾ ɛ - w -
fra-260_cross-1	French	stan1290	1367	CROSS	croix	kʁwa	960	k ʁ w a	k ʁ - - w a
ita-260_cross-1	Italian	ital1282	1367	CROSS	croce	krot͡ʃe	960	k r o tʃ e	k r o - tʃ e
lat-260_cross-1	Latin	lati1261	1367	CROSS	crux	krʊks	960	k r ʊ k s	k r ʊ k s -
por-260_cross-1	Portuguese	port1283	1367	CROSS	cruz	kruʃ	960	k r u ʃ	k r u - ʃ -
ron-260_cross-1	Romanian	roma1327	1367	CROSS	cruce	krut͡ʃe	960	k r u tʃ e	k r u - tʃ e
spa-260_cross-1	Spanish	stan1288	1367	CROSS	cruz	kɾuθ	960	k ɾ u θ	k ɾ u - θ -
cat-157_crow-1	Catalan	stan1289	913	CROW	cornella	kuɾnɛʎə	961	k u ɾ n ɛ ʎ ə	k u ɾ n ɛ ʎ - ə
fra-157_crow-1	French	stan1290	913	CROW	corneille	kɔʁˈnɛj	961	k ɔ ʁ n ɛ j	k ɔ ʁ n ɛ - j -
ita-157_crow-1	Italian	ital1282	913	CROW	cornacchia	kornakːja	961	k o r n a kː j a	k o r n a kː j a
lat-157_crow-1	Latin	lati1261	913	CROW	cornix	kɔrniːks	961	k ɔ r n iː k s	k ɔ r n iː k s -
por-157_crow-1	Portuguese	port1283	913	CROW	gralha	ɣraʎa	963	ɣ r a ʎ a	ɣ r a ʎ a
ron-157_crow-1	Romanian	roma1327	913	CROW	cioară	t͡ʃjo̯arə	962	tʃ j o a r ə	tʃ j o a r ə
spa-157_crow-1	Spanish	stan1288	913	CROW	corneja	koɾnexa	961	k o ɾ n e x a	k o ɾ n e x - a
cat-158_cuckoo-1	Catalan	stan1289	2934	CUCKOO	cucut	kukut̪	964	k u k u t̪	k u k u - - t̪
fra-158_cuckoo-1	French	stan1290	2934	CUCKOO	coucou	kuˈku	964	k u k u	k u k u - - -
ita-158_cuckoo-1	Italian	ital1282	2934	CUCKOO	cuccù	kukːu	964	k u kː u	k u kː u - - -
ita-158_cuckoo-2	Italian	ital1282	2934	CUCKOO	cùculo	kukulo	964	k u k u l o	k u k u l o -
lat-158_cuckoo-1	Latin	lati1261	2934	CUCKOO	cuculus	kʊkuːɫʊs	964	k ʊ k uː lˠ ʊ s	k ʊ k uː lˠ ʊ s
por-158_cuckoo-1	Portuguese	port1283	2934	CUCKOO	cuco	kuku	964	k u k u	k u k u - - -
ron-158_cuckoo-1	Romanian	roma1327	2934	CUCKOO	cuc	kuk	964	k u k	k u k - - - -
spa-158_cuckoo-1	Spanish	stan1288	2934	CUCKOO	cuco	kuko	964	k u k o	k u k o - - -
cat-344_cup-1	Catalan	stan1289	476	CUP	tassa	t̪asə	965	t̪ a s ə	t̪ a - s ə
fra-344_cup-1	French	stan1290	476	CUP	tasse	tɑːs	965	t ɑː s	t ɑː - s -
ita-344_cup-1	Italian	ital1282	476	CUP	tazza	tatt͡sa	965	t a t ts a	t a t ts a
lat-344_cup-1	Latin	lati1261	476	CUP	pocillum	poːkɪlːʊ̃	966	p oː k ɪ lː ʊ̃	p oː k ɪ lː ʊ̃
por-344_cup-1	Portuguese	port1283	476	CUP	chávena	ʃavena	967	ʃ a v e n a	ʃ a v e n a
ron-344_cup-1	Romanian	roma1327	476	CUP	ceașcă	t͡ʃe̯aʃkə	968	tʃ e a ʃ k ə	tʃ e a ʃ k ə
spa-344_cup-1	Spanish	stan1288	476	CUP	taza	taθa	965	t a θ a	t a θ - a
cat-85_current-1	Catalan	stan1289	2935	CURRENT (STREAM)	corrent	kurɛn̪	969	k u r ɛ n̪	k u r - ɛ n̪ - -
fra-85_current-1	French	stan1290	2935	CURRENT (STREAM)	courant	kuˈʁɑ̃	969	k u ʁ ɑ̃	k u ʁ - ɑ̃ - - -
ita-85_current-1	Italian	ital1282	2935	CURRENT (STREAM)	corrente	korːente	969	k o rː e n t e	k o rː - e n t e
lat-85_current-1	Latin	lati1261	2935	CURRENT (STREAM)	fluctus	fɫʊktʊs	970	f lˠ ʊ k t ʊ s	f lˠ ʊ k t ʊ s
por-85_current-1	Portuguese	port1283	2935	CURRENT (STREAM)	corrente	kuˈʀẽtə	969	k u ʀ ẽ t ə	k u ʀ - ẽ - t ə
ron-85_current-1	Romanian	roma1327	2935	CURRENT (STREAM)	curent	kurent	969	k u r e n t	k u r - e n t -
spa-85_current-1	Spanish	stan1288	2935	CURRENT (STREAM)	corriente	korjente	969	k o r j e n t e	k o r j e n t e
cat-866_cut-1	Catalan	stan1289	1432	CUT	tallar	t̪əʎa	971	t̪ ə ʎ a	t̪ ə ʎ - - a
fra-866_cut-1	French	stan1290	1432	CUT	couper	kuˈpe	975	k u p e	k u p e
fra-866_cut-2	French	stan1290	1432	CUT	trancher	tʁɑ̃ˈʃe	973	t ʁ ɑ̃ ʃ e	t ʁ ɑ̃ ʃ e
ita-866_cut-1	Italian	ital1282	1432	CUT	tagliare	taʎːare	971	t a ʎː a r e	t a ʎː a r e
lat-866_cut-1	Latin	lati1261	1432	CUT	secare	sɛkaːrɛ	974	s ɛ k aː r ɛ	s ɛ k aː r ɛ
por-866_cut-1	Portuguese	port1283	1432	CUT	cortar	kurˈtar	972	k u r t a r	k u r t a r
ron-866_cut-1	Romanian	roma1327	1432	CUT	tăia	təja	971	t ə j a	t ə j - - a
spa-866_cut-1	Spanish	stan1288	1432	CUT	cortar	koɾtaɾ	972	k o ɾ t a ɾ	k o ɾ t a ɾ
cat-856_cutoff-1	Catalan	stan1289			tallar	t̪əʎa	976	t̪ ə ʎ a	t̪ ə ʎ a - -
fra-856_cutoff-1	French	stan1290			couper	kuˈpe	980	k u p e	k u p e
ita-856_cutoff-1	Italian	ital1282			tagliare	taʎːare	976	t a ʎː a r e	t a ʎː a r e
lat-856_cutoff-1	Latin	lati1261			desecare	deːsɛkaːrɛ	979	d eː s ɛ k aː r ɛ	d eː s ɛ k aː r ɛ
por-856_cutoff-1	Portuguese	port1283			talhar	taʎar	976	t a ʎ a r	t a ʎ a r -
ron-856_cutoff-1	Romanian	roma1327			scurta	skurta	978	s k u r t a	s k u r t a
spa-856_cutoff-1	Spanish	stan1288			cortar	koɾtaɾ	977	k o ɾ t a ɾ	k o ɾ t a ɾ
cat-444_damage-1	Catalan	stan1289	2947	DAMAGE (INJURY)	dany	d̪aɲ	981	d̪ a ɲ	d̪ a - ɲ -
cat-893_damage-1	Catalan	stan1289	1116	DAMAGE	danyar	d̪əɲa	981	d̪ ə ɲ a	d̪ ə - ɲ a
cat-893_damage-2	Catalan	stan1289	1116	DAMAGE	destrossar	d̪əstɾusa	987	d̪ ə s t ɾ u s a	d̪ ə s t ɾ u s a
fra-444_damage-1	French	stan1290	2947	DAMAGE (INJURY)	dégât	deˈɡa	983	d e g a	d e g a
fra-444_damage-2	French	stan1290	2947	DAMAGE (INJURY)	dommage	dɔˈmaːʒ	982	d ɔ m aː ʒ	- d ɔ m aː ʒ -
fra-893_damage-1	French	stan1290	1116	DAMAGE	endommager	ɑ̃dɔmaˈʒe	982	ɑ̃ d ɔ m a ʒ e	ɑ̃ d ɔ m a ʒ e
ita-444_damage-1	Italian	ital1282	2947	DAMAGE (INJURY)	danno	danːo	981	d a nː o	d a - nː o
ita-893_damage-1	Italian	ital1282	1116	DAMAGE	danneggiare	danːedd͡ʒare	992	d a nː e d dʒ a r e	d a nː e d dʒ a r e
lat-444_damage-1	Latin	lati1261	2947	DAMAGE (INJURY)	damnum	damnʊ̃	981	d a m n ʊ̃	d a m n ʊ̃
lat-444_damage-2	Latin	lati1261	2947	DAMAGE (INJURY)	detrimentum	deːtriːmɛntʊ̃	991	d eː t r iː m ɛ n t ʊ̃	d eː t r iː m ɛ n t ʊ̃
lat-893_damage-1	Latin	lati1261	1116	DAMAGE	laedere	ɫaɛ̯dɛrɛ	986	lˠ a ɛ d ɛ r ɛ	lˠ a ɛ d ɛ r ɛ
por-444_damage-1	Portuguese	port1283	2947	DAMAGE (INJURY)	dano	ˈdɐnu	981	d ɐ n u	d ɐ - n u
por-444_damage-2	Portuguese	port1283	2947	DAMAGE (INJURY)	estrago	iʃtraɣu	990	i ʃ t r a ɣ u	i ʃ t r a ɣ u
por-893_damage-1	Portuguese	port1283	1116	DAMAGE	danificar	dɐnəfiˈkar	985	d ɐ n ə f i k a r	d ɐ n ə f i k a r
ron-444_damage-1	Romanian	roma1327	2947	DAMAGE (INJURY)	daună	dawnə	981	d a w n ə	d a w n ə
ron-444_damage-2	Romanian	roma1327	2947	DAMAGE (INJURY)	pagubă	paɡubə	989	p a g u b ə	p a g u b ə
ron-893_damage-1	Romanian	roma1327	1116	DAMAGE	strica	strika	984	s t r i k a	s t r i k a
spa-444_damage-1	Spanish	stan1288	2947	DAMAGE (INJURY)	daño	daɲo	981	d a ɲ o	d a - ɲ o
spa-893_damage-1	Spanish	stan1288	1116	DAMAGE	deteriorar	deteɾjoɾaɾ	988	d e t e ɾ j o ɾ a ɾ	d e t e ɾ j o ɾ a ɾ
cat-507_damp-1	Catalan	stan1289	2998	DAMP	humit	umit̪	993	u m i t̪	u m i t̪ - -
fra-507_damp-1	French	stan1290	2998	DAMP	humide	yˈmid	993	y m i d	y m i d - -
ita-507_damp-1	Italian	ital1282	2998	DAMP	ùmido	umido	993	u m i d o	u m i d o -
lat-507_damp-1	Latin	lati1261	2998	DAMP	umidus	uːmɪdʊs	993	uː m ɪ d ʊ s	uː m ɪ d ʊ s
por-507_damp-1	Portuguese	port1283	2998	DAMP	húmido	ˈumiðu	993	u m i ð u	u m i ð u -
ron-507_damp-1	Romanian	roma1327	2998	DAMP	umed	umed	993	u m e d	u m e d - -
ron-507_damp-2	Romanian	roma1327	2998	DAMP	jilav	ʒilav	994	ʒ i l a v	ʒ i l a v
spa-507_damp-1	Spanish	stan1288	2998	DAMP	húmedo	umeðo	993	u m e ð o	u m e ð o -
cat-923_dance-1	Catalan	stan1289	1879	DANCE	ballar	bəʎa	995	b ə ʎ a	b ə - - ʎ a -
fra-923_dance-1	French	stan1290	1879	DANCE	danser	dɑ̃ːˈse	996	d ɑ̃ː s e	d ɑ̃ː - s e
ita-923_dance-1	Italian	ital1282	1879	DANCE	danzare	dant͡sare	998	d a n ts a r e	d a n ts a r e
lat-923_dance-1	Latin	lati1261	1879	DANCE	saltare	saɫtaːrɛ	997	s a lˠ t aː r ɛ	s a lˠ t aː r ɛ
por-923_dance-1	Portuguese	port1283	1879	DANCE	bailar	bajlar	995	b a j l a r	b a j - l a r
ron-923_dance-1	Romanian	roma1327	1879	DANCE	dansa	dansa	996	d a n s a	d a n s a
spa-923_dance-1	Spanish	stan1288	1879	DANCE	bailar	bai̯laɾ	995	b a i l a ɾ	b a - i l a ɾ
cat-523_dark-1	Catalan	stan1289	706	DARK	fosc	fɔsk	1004	f ɔ s k	f ɔ s k
fra-523_dark-1	French	stan1290	706	DARK	sombre	ˈsɔ̃ːbʁə	1000	s ɔ̃ː b ʁ ə	s ɔ̃ː b ʁ - ə
ita-523_dark-1	Italian	ital1282	706	DARK	buio	buio	1001	b u i o	b u i o
ita-523_dark-2	Italian	ital1282	706	DARK	oscuro	oskuro	999	o s k u r o	o - s k u r o -
lat-523_dark-1	Latin	lati1261	706	DARK	obscurus	ɔbskuːrʊs	999	ɔ b s k uː r ʊ s	ɔ b s k uː r ʊ s
por-523_dark-1	Portuguese	port1283	706	DARK	escuro	iʃˈkuru	999	i ʃ k u r u	i - ʃ k u r u -
por-523_dark-2	Portuguese	port1283	706	DARK	sombrio	ʃõbrju	1000	ʃ õ b r j u	ʃ õ b r j u
ron-523_dark-1	Romanian	roma1327	706	DARK	obscur	obskur	1003	o b s k u r	o b s k u r
ron-523_dark-2	Romanian	roma1327	706	DARK	întunecos	ɨntunekos	1002	ɨ n t u n e k o s	ɨ n t u n e k o s
